País de origem,País de destino,Quantidade em litros,Valor em US$
Brasil,Camarões,0,0
Brasil,Canadá,13711,71096
Brasil,Catar,0,0
Brasil,"Cayman, Ilhas",0,0
Brasil,Chile,0,0
Brasil,China,134106,499622
Brasil,Chipre,0,0
Brasil,Cingapura,5445,13199
Brasil,"Cocos (Keeling), Ilhas",0,0
Brasil,Colômbia,0,0
Brasil,Comores,0,0
Brasil,Congo,0,0
Brasil,"Coreia, Republica Sul",8,20
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),0,0
Brasil,Croácia,0,0
Brasil,Cuba,63741,69830
Brasil,Curaçao,0,0
Brasil,Dinamarca,1278,8171
Brasil,Dominica,0,0
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,585,2760
Brasil,Equador,0,0
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,0,0
Brasil,Estados Unidos,258072,687411
Brasil,Estônia,900,4800
Brasil,Filipinas,0,0
Brasil,Finlândia,7617,41003
Brasil,França,6037,30055
Brasil,Gabão,0,0
Brasil,Gana,0,0
Brasil,Gibraltar,0,0
Brasil,Granada,0,0
Brasil,Grécia,0,0
Brasil,Guatemala,0,0
Brasil,Guiana,0,0
Brasil,Guiana Francesa,0,0
Brasil,Guine Bissau,0,0
Brasil,Guine Equatorial,0,0
Brasil,Haiti,0,0
Brasil,Honduras,0,0
Brasil,Hong Kong,6975,86199
Brasil,Hungria,0,0
Brasil,Ilha de Man,0,0
Brasil,Ilhas Virgens,0,0
Brasil,Índia,0,0
Brasil,Indonésia,0,0
Brasil,Irã,0,0
Brasil,Iraque,0,0
Brasil,Irlanda,0,0
Brasil,Itália,585,3465
Brasil,Jamaica,0,0
Brasil,Japão,34341,90954
Brasil,Jordânia,0,0
Brasil,Letônia,0,0
Brasil,Líbano,0,0
Brasil,Libéria,0,0
Brasil,Luxemburgo,2759,21426
Brasil,Macau,0,0
Brasil,Malásia,0,0
Brasil,Malavi,0,0
Brasil,Malta,0,0
Brasil,"Marshall, Ilhas",0,0
Brasil,Martinica,0,0
Brasil,Mauritânia,0,0
Brasil,México,0,0
Brasil,Moçambique,0,0
Brasil,Montenegro,0,0
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,0,0
Brasil,Noruega,0,0
Brasil,Nova Caledônia,0,0
Brasil,Nova Zelândia,504,9472
Brasil,Omã,0,0
Brasil,Países Baixos,42953,190203
Brasil,Palau,0,0
Brasil,Panamá,0,0
Brasil,Paraguai,985739,1655417
Brasil,Peru,0,0
Brasil,Pitcairn,0,0
Brasil,Polônia,11457,35402
Brasil,Porto Rico,0,0
Brasil,Portugal,0,0
Brasil,Quênia,0,0
Brasil,Reino Unido,117044,536681
Brasil,República Dominicana,0,0
Brasil,Rússia,0,0
Brasil,São Cristóvão e Névis,0,0
Brasil,São Tomé e Príncipe,0,0
Brasil,São Vicente e Granadinas,0,0
Brasil,Senegal,0,0
Brasil,Serra Leoa,0,0
Brasil,Sérvia,0,0
Brasil,Singapura,0,0
Brasil,Suazilândia,0,0
Brasil,Suécia,291,1214
Brasil,Suíça,4230,33340
Brasil,Suriname,900,1375
Brasil,Tailândia,0,0
Brasil,Taiwan (Formosa),16967,80379
Brasil,Tanzânia,0,0
Brasil,"Tcheca, República",3837,28473
Brasil,Togo,0,0
Brasil,Toquelau,0,0
Brasil,Trinidade Tobago,0,0
Brasil,Tunísia,0,0
Brasil,Turquia,0,0
Brasil,Tuvalu,0,0
Brasil,Uruguai,0,0
Brasil,Vanuatu,0,0
Brasil,Venezuela,0,0
Brasil,Vietnã,0,0
Brasil,Afeganistão,0,0
Brasil,África do Sul,0,0
Brasil,"Alemanha, República Democrática",15467,87702
Brasil,Angola,10170,61680
Brasil,Anguilla,0,0
Brasil,Antígua e Barbuda,0,0
Brasil,Antilhas Holandesas,5400,8550
Brasil,Arábia Saudita,0,0
Brasil,Argélia,0,0
Brasil,Argentina,0,0
Brasil,Aruba,0,0
Brasil,Austrália,1350,7500
Brasil,Áustria,0,0
Brasil,Bahamas,0,0
Brasil,Bangladesh,0,0
Brasil,Barbados,0,0
Brasil,Barein,0,0
Brasil,Bélgica,2790,16405
Brasil,Belice,0,0
Brasil,Benin,0,0
Brasil,Bermudas,0,0
Brasil,Bolívia,9495,23085
Brasil,Bósnia-Herzegovina,0,0
Brasil,Brasil,0,0
Brasil,Bulgária,117,1579
Brasil,Cabo Verde,0,0
Brasil,Camarões,1749,7476
Brasil,Canadá,6075,30658
Brasil,Catar,13338,81606
Brasil,"Cayman, Ilhas",0,0
Brasil,Chile,0,0
Brasil,China,67594,266086
Brasil,Chipre,0,0
Brasil,Cingapura,0,0
Brasil,"Cocos (Keeling), Ilhas",0,0
Brasil,Colômbia,0,0
Brasil,Comores,0,0
Brasil,Congo,0,0
Brasil,"Coreia, Republica Sul",0,0
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),0,0
Brasil,Croácia,0,0
Brasil,Cuba,62791,72229
Brasil,Curaçao,12340,23011
Brasil,Dinamarca,581,2829
Brasil,Dominica,0,0
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,675,3302
Brasil,Equador,0,0
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,0,0
Brasil,Estados Unidos,132688,1523699
Brasil,Estônia,0,0
Brasil,Filipinas,0,0
Brasil,Finlândia,0,0
Brasil,França,4253,21654
Brasil,Gabão,0,0
Brasil,Gana,0,0
Brasil,Gibraltar,0,0
Brasil,Granada,0,0
Brasil,Grécia,0,0
Brasil,Guatemala,0,0
Brasil,Guiana,0,0
Brasil,Guiana Francesa,0,0
Brasil,Guine Bissau,48,90
Brasil,Guine Equatorial,2639,30563
Brasil,Haiti,0,0
Brasil,Honduras,0,0
Brasil,Hong Kong,1934,8180
Brasil,Hungria,0,0
Brasil,Ilha de Man,0,0
Brasil,Ilhas Virgens,0,0
Brasil,Índia,0,0
Brasil,Indonésia,0,0
Brasil,Irã,0,0
Brasil,Iraque,0,0
Brasil,Irlanda,0,0
Brasil,Itália,468,2248
Brasil,Jamaica,0,0
Brasil,Japão,33909,92886
Brasil,Jordânia,0,0
Brasil,Letônia,387,3723
Brasil,Líbano,0,0
Brasil,Libéria,0,0
Brasil,Luxemburgo,2719,21947
Brasil,Macau,0,0
Brasil,Malásia,0,0
Brasil,Malavi,0,0
Brasil,Malta,0,0
Brasil,"Marshall, Ilhas",0,0
Brasil,Martinica,0,0
Brasil,Mauritânia,0,0
Brasil,México,664,2292
Brasil,Moçambique,0,0
Brasil,Montenegro,0,0
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,0,0
Brasil,Noruega,0,0
Brasil,Nova Caledônia,0,0
Brasil,Nova Zelândia,1678,8140
Brasil,Omã,0,0
Brasil,Países Baixos,0,0
Brasil,Palau,0,0
Brasil,Panamá,0,0
Brasil,Paraguai,2393468,4274650
Brasil,Peru,0,0
Brasil,Pitcairn,0,0
Brasil,Polônia,0,0
Brasil,Porto Rico,0,0
Brasil,Portugal,0,0
Brasil,Quênia,0,0
Brasil,Reino Unido,60711,242883
Brasil,República Dominicana,0,0
Brasil,Rússia,0,0
Brasil,São Cristóvão e Névis,0,0
Brasil,São Tomé e Príncipe,0,0
Brasil,São Vicente e Granadinas,0,0
Brasil,Senegal,0,0
Brasil,Serra Leoa,0,0
Brasil,Sérvia,0,0
Brasil,Singapura,0,0
Brasil,Suazilândia,0,0
Brasil,Suécia,15445,64953
Brasil,Suíça,6525,74816
Brasil,Suriname,3690,5638
Brasil,Tailândia,0,0
Brasil,Taiwan (Formosa),14988,43954
Brasil,Tanzânia,0,0
Brasil,"Tcheca, República",2746,16947
Brasil,Togo,0,0
Brasil,Toquelau,0,0
Brasil,Trinidade Tobago,0,0
Brasil,Tunísia,0,0
Brasil,Turquia,0,0
Brasil,Tuvalu,0,0
Brasil,Uruguai,0,0
Brasil,Vanuatu,0,0
Brasil,Venezuela,680,2646
Brasil,Vietnã,0,0
Brasil,Afeganistão,0,0
Brasil,África do Sul,0,0
Brasil,"Alemanha, República Democrática",10794,45382
Brasil,Angola,477,709
Brasil,Anguilla,0,0
Brasil,Antígua e Barbuda,37,191
Brasil,Antilhas Holandesas,0,0
Brasil,Arábia Saudita,0,0
Brasil,Argélia,0,0
Brasil,Argentina,15711,59150
Brasil,Aruba,0,0
Brasil,Austrália,2055,6902
Brasil,Áustria,0,0
Brasil,Bahamas,141,634
Brasil,Bangladesh,0,0
Brasil,Barbados,0,0
Brasil,Barein,0,0
Brasil,Bélgica,7497,52799
Brasil,Belice,0,0
Brasil,Benin,0,0
Brasil,Bermudas,0,0
Brasil,Bolívia,21566,57424
Brasil,Bósnia-Herzegovina,0,0
Brasil,Brasil,0,0
Brasil,Bulgária,0,0
Brasil,Cabo Verde,18,48
Brasil,Camarões,0,0
Brasil,Canadá,5308,20414
Brasil,Catar,0,0
Brasil,"Cayman, Ilhas",19,203
Brasil,Chile,11049,42832
Brasil,China,30835,126336
Brasil,Chipre,279,480
Brasil,Cingapura,3298,11616
Brasil,"Cocos (Keeling), Ilhas",0,0
Brasil,Colômbia,6944,26273
Brasil,Comores,0,0
Brasil,Congo,0,0
Brasil,"Coreia, Republica Sul",120,109
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),0,0
Brasil,Croácia,0,0
Brasil,Cuba,4776,5584
Brasil,Curaçao,23930,43676
Brasil,Dinamarca,0,0
Brasil,Dominica,0,0
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,360,1762
Brasil,Equador,0,0
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,6123,22631
Brasil,Estados Unidos,169109,512519
Brasil,Estônia,0,0
Brasil,Filipinas,9608,16205
Brasil,Finlândia,0,0
Brasil,França,11077,48677
Brasil,Gabão,0,0
Brasil,Gana,9000,13502
Brasil,Gibraltar,0,0
Brasil,Granada,0,0
Brasil,Grécia,232,730
Brasil,Guatemala,0,0
Brasil,Guiana,0,0
Brasil,Guiana Francesa,0,0
Brasil,Guine Bissau,0,0
Brasil,Guine Equatorial,8389,26808
Brasil,Haiti,79500,144425
Brasil,Honduras,0,0
Brasil,Hong Kong,1742,9029
Brasil,Hungria,0,0
Brasil,Ilha de Man,0,0
Brasil,Ilhas Virgens,0,0
Brasil,Índia,0,0
Brasil,Indonésia,0,0
Brasil,Irã,0,0
Brasil,Iraque,0,0
Brasil,Irlanda,7560,25767
Brasil,Itália,3661,13260
Brasil,Jamaica,0,0
Brasil,Japão,36992,112342
Brasil,Jordânia,0,0
Brasil,Letônia,0,0
Brasil,Líbano,0,0
Brasil,Libéria,658,3100
Brasil,Luxemburgo,1778,11053
Brasil,Macau,0,0
Brasil,Malásia,15,33
Brasil,Malavi,0,0
Brasil,Malta,503,1192
Brasil,"Marshall, Ilhas",923,2436
Brasil,Martinica,0,0
Brasil,Mauritânia,0,0
Brasil,México,2748,9744
Brasil,Moçambique,0,0
Brasil,Montenegro,0,0
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,5175,6250
Brasil,Noruega,1295,9847
Brasil,Nova Caledônia,0,0
Brasil,Nova Zelândia,969,5565
Brasil,Omã,0,0
Brasil,Países Baixos,9451,32395
Brasil,Palau,0,0
Brasil,Panamá,1183,3117
Brasil,Paraguai,3234168,5494321
Brasil,Peru,5193,19372
Brasil,Pitcairn,0,0
Brasil,Polônia,720,4679
Brasil,Porto Rico,0,0
Brasil,Portugal,0,0
Brasil,Quênia,6771,31225
Brasil,Reino Unido,67708,296827
Brasil,República Dominicana,0,0
Brasil,Rússia,0,0
Brasil,São Cristóvão e Névis,0,0
Brasil,São Tomé e Príncipe,2184,2357
Brasil,São Vicente e Granadinas,0,0
Brasil,Senegal,0,0
Brasil,Serra Leoa,0,0
Brasil,Sérvia,0,0
Brasil,Singapura,0,0
Brasil,Suazilândia,0,0
Brasil,Suécia,8062,34563
Brasil,Suíça,0,0
Brasil,Suriname,0,0
Brasil,Tailândia,8,45
Brasil,Taiwan (Formosa),7589,18421
Brasil,Tanzânia,0,0
Brasil,"Tcheca, República",2712,20980
Brasil,Togo,0,0
Brasil,Toquelau,0,0
Brasil,Trinidade Tobago,0,0
Brasil,Tunísia,0,0
Brasil,Turquia,360,150
Brasil,Tuvalu,0,0
Brasil,Uruguai,7711,29617
Brasil,Vanuatu,0,0
Brasil,Venezuela,71,355
Brasil,Vietnã,0,0
Brasil,Afeganistão,0,0
Brasil,África do Sul,26,95
Brasil,"Alemanha, República Democrática",3660,25467
Brasil,Angola,345,1065
Brasil,Anguilla,0,0
Brasil,Antígua e Barbuda,219,1549
Brasil,Antilhas Holandesas,0,0
Brasil,Arábia Saudita,0,0
Brasil,Argélia,0,0
Brasil,Argentina,0,0
Brasil,Aruba,0,0
Brasil,Austrália,1161,4682
Brasil,Áustria,0,0
Brasil,Bahamas,791,3124
Brasil,Bangladesh,0,0
Brasil,Barbados,36,394
Brasil,Barein,482,2144
Brasil,Bélgica,2498,12548
Brasil,Belice,9,29
Brasil,Benin,9,9
Brasil,Bermudas,0,0
Brasil,Bolívia,0,0
Brasil,Bósnia-Herzegovina,0,0
Brasil,Brasil,0,0
Brasil,Bulgária,0,0
Brasil,Cabo Verde,0,0
Brasil,Camarões,0,0
Brasil,Canadá,1589,6933
Brasil,Catar,0,0
Brasil,"Cayman, Ilhas",19,106
Brasil,Chile,0,0
Brasil,China,129852,376828
Brasil,Chipre,672,1843
Brasil,Cingapura,5044,19099
Brasil,"Cocos (Keeling), Ilhas",0,0
Brasil,Colômbia,897,1999
Brasil,Comores,0,0
Brasil,Congo,0,0
Brasil,"Coreia, Republica Sul",70,194
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),0,0
Brasil,Croácia,0,0
Brasil,Cuba,0,0
Brasil,Curaçao,33951,62067
Brasil,Dinamarca,240,306
Brasil,Dominica,0,0
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,450,2202
Brasil,Equador,2,3
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,3540,1353
Brasil,Estados Unidos,209765,616274
Brasil,Estônia,0,0
Brasil,Filipinas,736,2486
Brasil,Finlândia,0,0
Brasil,França,18286,67072
Brasil,Gabão,0,0
Brasil,Gana,7673,10010
Brasil,Gibraltar,23,93
Brasil,Granada,0,0
Brasil,Grécia,561,1994
Brasil,Guatemala,1597,8719
Brasil,Guiana,424,1311
Brasil,Guiana Francesa,0,0
Brasil,Guine Bissau,0,0
Brasil,Guine Equatorial,0,0
Brasil,Haiti,81873,129803
Brasil,Honduras,0,0
Brasil,Hong Kong,9651,42020
Brasil,Hungria,0,0
Brasil,Ilha de Man,28,175
Brasil,Ilhas Virgens,0,0
Brasil,Índia,51,273
Brasil,Indonésia,0,0
Brasil,Irã,0,0
Brasil,Iraque,0,0
Brasil,Irlanda,0,0
Brasil,Itália,587,1625
Brasil,Jamaica,0,0
Brasil,Japão,40621,99642
Brasil,Jordânia,0,0
Brasil,Letônia,0,0
Brasil,Líbano,0,0
Brasil,Libéria,4441,20068
Brasil,Luxemburgo,1666,11211
Brasil,Macau,0,0
Brasil,Malásia,48,110
Brasil,Malavi,0,0
Brasil,Malta,3661,8828
Brasil,"Marshall, Ilhas",7276,15786
Brasil,Martinica,0,0
Brasil,Mauritânia,0,0
Brasil,México,4,4
Brasil,Moçambique,0,0
Brasil,Montenegro,9,46
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,28437,38555
Brasil,Noruega,628,3139
Brasil,Nova Caledônia,0,0
Brasil,Nova Zelândia,500,2832
Brasil,Omã,0,0
Brasil,Países Baixos,44882,148031
Brasil,Palau,0,0
Brasil,Panamá,7918,29017
Brasil,Paraguai,2419537,3826587
Brasil,Peru,9755,17310
Brasil,Pitcairn,0,0
Brasil,Polônia,5,11
Brasil,Porto Rico,0,0
Brasil,Portugal,18328,72413
Brasil,Quênia,0,0
Brasil,Reino Unido,34295,164592
Brasil,República Dominicana,0,0
Brasil,Rússia,0,0
Brasil,São Cristóvão e Névis,0,0
Brasil,São Tomé e Príncipe,0,0
Brasil,São Vicente e Granadinas,0,0
Brasil,Senegal,0,0
Brasil,Serra Leoa,18,717
Brasil,Sérvia,0,0
Brasil,Singapura,0,0
Brasil,Suazilândia,0,0
Brasil,Suécia,28,761
Brasil,Suíça,2223,28503
Brasil,Suriname,3206,4741
Brasil,Tailândia,128,832
Brasil,Taiwan (Formosa),12,67
Brasil,Tanzânia,0,0
Brasil,"Tcheca, República",2115,16391
Brasil,Togo,0,0
Brasil,Toquelau,0,0
Brasil,Trinidade Tobago,0,0
Brasil,Tunísia,0,0
Brasil,Turquia,115,209
Brasil,Tuvalu,0,0
Brasil,Uruguai,6180,18497
Brasil,Vanuatu,0,0
Brasil,Venezuela,0,0
Brasil,Vietnã,20,32
Brasil,Afeganistão,0,0
Brasil,África do Sul,4,21
Brasil,"Alemanha, República Democrática",6261,32605
Brasil,Angola,0,0
Brasil,Anguilla,0,0
Brasil,Antígua e Barbuda,624,1864
Brasil,Antilhas Holandesas,0,0
Brasil,Arábia Saudita,0,0
Brasil,Argélia,0,0
Brasil,Argentina,1015,4176
Brasil,Aruba,0,0
Brasil,Austrália,1013,3413
Brasil,Áustria,0,0
Brasil,Bahamas,1212,3703
Brasil,Bangladesh,3,29
Brasil,Barbados,143,169
Brasil,Barein,8,28
Brasil,Bélgica,3166,20460
Brasil,Belice,0,0
Brasil,Benin,0,0
Brasil,Bermudas,0,0
Brasil,Bolívia,9900,16025
Brasil,Bósnia-Herzegovina,45,52
Brasil,Brasil,0,0
Brasil,Bulgária,0,0
Brasil,Cabo Verde,0,0
Brasil,Camarões,0,178
Brasil,Canadá,1672,8431
Brasil,Catar,0,0
Brasil,"Cayman, Ilhas",123,339
Brasil,Chile,11,13
Brasil,China,122253,363000
Brasil,Chipre,2478,6785
Brasil,Cingapura,4049,9316
Brasil,"Cocos (Keeling), Ilhas",0,0
Brasil,Colômbia,15660,23780
Brasil,Comores,9,25
Brasil,Congo,0,0
Brasil,"Coreia, Republica Sul",103,433
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),0,0
Brasil,Croácia,21,123
Brasil,Cuba,0,0
Brasil,Curaçao,47962,65986
Brasil,Dinamarca,659,1962
Brasil,Dominica,0,0
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,581,2279
Brasil,Equador,3780,3824
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,28,126
Brasil,Estados Unidos,300178,610793
Brasil,Estônia,0,0
Brasil,Filipinas,719,1548
Brasil,Finlândia,0,0
Brasil,França,12622,57144
Brasil,Gabão,0,0
Brasil,Gana,18810,22027
Brasil,Gibraltar,769,2860
Brasil,Granada,0,0
Brasil,Grécia,6859,18092
Brasil,Guatemala,0,0
Brasil,Guiana,990,2577
Brasil,Guiana Francesa,0,0
Brasil,Guine Bissau,0,0
Brasil,Guine Equatorial,0,0
Brasil,Haiti,399128,471152
Brasil,Honduras,0,0
Brasil,Hong Kong,15159,41987
Brasil,Hungria,0,0
Brasil,Ilha de Man,11,121
Brasil,Ilhas Virgens,0,0
Brasil,Índia,7,10
Brasil,Indonésia,5,6
Brasil,Irã,21,35
Brasil,Iraque,0,0
Brasil,Irlanda,29,257
Brasil,Itália,91,376
Brasil,Jamaica,0,0
Brasil,Japão,36442,92674
Brasil,Jordânia,12,52
Brasil,Letônia,0,0
Brasil,Líbano,0,0
Brasil,Libéria,5155,17624
Brasil,Luxemburgo,1086,5110
Brasil,Macau,0,0
Brasil,Malásia,0,0
Brasil,Malavi,0,0
Brasil,Malta,3490,9688
Brasil,"Marshall, Ilhas",6270,19639
Brasil,Martinica,0,0
Brasil,Mauritânia,0,0
Brasil,México,24,226
Brasil,Moçambique,0,0
Brasil,Montenegro,9,20
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,12094,26514
Brasil,Noruega,1859,15134
Brasil,Nova Caledônia,0,0
Brasil,Nova Zelândia,95,515
Brasil,Omã,0,0
Brasil,Países Baixos,248,1532
Brasil,Palau,0,0
Brasil,Panamá,10821,28372
Brasil,Paraguai,3299013,3869243
Brasil,Peru,0,0
Brasil,Pitcairn,0,0
Brasil,Polônia,74,86
Brasil,Porto Rico,0,0
Brasil,Portugal,7958,34518
Brasil,Quênia,0,0
Brasil,Reino Unido,22913,82722
Brasil,República Dominicana,0,0
Brasil,Rússia,1463,8550
Brasil,São Cristóvão e Névis,0,0
Brasil,São Tomé e Príncipe,0,0
Brasil,São Vicente e Granadinas,0,0
Brasil,Senegal,0,0
Brasil,Serra Leoa,9240,13050
Brasil,Sérvia,0,0
Brasil,Singapura,0,0
Brasil,Suazilândia,0,0
Brasil,Suécia,6,24
Brasil,Suíça,2827,27930
Brasil,Suriname,4185,5277
Brasil,Tailândia,534,1753
Brasil,Taiwan (Formosa),963,4673
Brasil,Tanzânia,0,0
Brasil,"Tcheca, República",563,4805
Brasil,Togo,0,0
Brasil,Toquelau,0,0
Brasil,Trinidade Tobago,0,0
Brasil,Tunísia,0,0
Brasil,Turquia,0,0
Brasil,Tuvalu,2,4
Brasil,Uruguai,0,0
Brasil,Vanuatu,18,31
Brasil,Venezuela,4086,9808
Brasil,Vietnã,86,584
Brasil,Afeganistão,11,46
Brasil,África do Sul,0,0
Brasil,"Alemanha, República Democrática",2698,6741
Brasil,Angola,0,0
Brasil,Anguilla,0,0
Brasil,Antígua e Barbuda,805,2268
Brasil,Antilhas Holandesas,0,0
Brasil,Arábia Saudita,0,0
Brasil,Argélia,0,0
Brasil,Argentina,6,13
Brasil,Aruba,0,0
Brasil,Austrália,705,4034
Brasil,Áustria,0,0
Brasil,Bahamas,1083,4567
Brasil,Bangladesh,2,20
Brasil,Barbados,216,844
Brasil,Barein,302,894
Brasil,Bélgica,483,3749
Brasil,Belice,0,0
Brasil,Benin,0,0
Brasil,Bermudas,0,0
Brasil,Bolívia,5850,8360
Brasil,Bósnia-Herzegovina,0,0
Brasil,Brasil,31,46
Brasil,Bulgária,0,0
Brasil,Cabo Verde,16,124
Brasil,Camarões,0,0
Brasil,Canadá,1172,6157
Brasil,Catar,1,2
Brasil,"Cayman, Ilhas",104,356
Brasil,Chile,26,6
Brasil,China,61884,264116
Brasil,Chipre,1855,4530
Brasil,Cingapura,0,0
Brasil,"Cocos (Keeling), Ilhas",0,0
Brasil,Colômbia,12160,21867
Brasil,Comores,0,0
Brasil,Congo,0,0
Brasil,"Coreia, Republica Sul",67,100
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),0,0
Brasil,Croácia,0,0
Brasil,Cuba,0,0
Brasil,Curaçao,32263,58993
Brasil,Dinamarca,87,504
Brasil,Dominica,460,634
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,810,10522
Brasil,Equador,0,0
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,0,0
Brasil,Estados Unidos,111085,203554
Brasil,Estônia,0,0
Brasil,Filipinas,2784,10368
Brasil,Finlândia,0,0
Brasil,França,7052,23742
Brasil,Gabão,0,0
Brasil,Gana,12578,19196
Brasil,Gibraltar,0,0
Brasil,Granada,0,0
Brasil,Grécia,908,3014
Brasil,Guatemala,17347,29100
Brasil,Guiana,2372,6525
Brasil,Guiana Francesa,90,32
Brasil,Guine Bissau,0,0
Brasil,Guine Equatorial,0,0
Brasil,Haiti,670379,831181
Brasil,Honduras,0,0
Brasil,Hong Kong,12507,39390
Brasil,Hungria,87,583
Brasil,Ilha de Man,97,445
Brasil,Ilhas Virgens,0,0
Brasil,Índia,13,86
Brasil,Indonésia,0,0
Brasil,Irã,116,287
Brasil,Iraque,0,0
Brasil,Irlanda,36,208
Brasil,Itália,696,3715
Brasil,Jamaica,0,0
Brasil,Japão,39491,90275
Brasil,Jordânia,0,0
Brasil,Letônia,0,0
Brasil,Líbano,0,0
Brasil,Libéria,7554,23060
Brasil,Luxemburgo,0,0
Brasil,Macau,0,0
Brasil,Malásia,0,0
Brasil,Malavi,0,0
Brasil,Malta,3441,15454
Brasil,"Marshall, Ilhas",8644,22561
Brasil,Martinica,0,0
Brasil,Mauritânia,9,85
Brasil,México,9,2
Brasil,Moçambique,0,0
Brasil,Montenegro,14,65
Brasil,Namíbia,0,0
Brasil,Nicarágua,0,0
Brasil,Nigéria,68247,113172
Brasil,Noruega,1878,8320
Brasil,Nova Caledônia,7227,11924
Brasil,Nova Zelândia,657,10477
Brasil,Omã,0,0
Brasil,Países Baixos,3791,8484
Brasil,Palau,0,0
Brasil,Panamá,29520,48444
Brasil,Paraguai,6522527,7192362
Brasil,Peru,9720,17107
Brasil,Pitcairn,0,0
Brasil,Polônia,4,14
Brasil,Porto Rico,0,0
Brasil,Portugal,6358,42633
Brasil,Quênia,0,0
Brasil,Reino Unido,25316,122394
Brasil,República Dominicana,0,0
Brasil,Rússia,181931,312926
Brasil,São Cristóvão e Névis,0,0
Brasil,São Tomé e Príncipe,0,0
Brasil,São Vicente e Granadinas,8,48
Brasil,Senegal,0,0
Brasil,Serra Leoa,6525,12955
Brasil,Sérvia,0,0
Brasil,Singapura,4504,14346
Brasil,Suazilândia,10,24
Brasil,Suécia,23,74
Brasil,Suíça,627,6999
Brasil,Suriname,900,1472
Brasil,Tailândia,1334,2529
Brasil,Taiwan (Formosa),1313,8153
Brasil,Tanzânia,0,0
Brasil,"Tcheca, República",456,5988
Brasil,Togo,1890,2012
Brasil,Toquelau,0,0
Brasil,Trinidade Tobago,0,0
Brasil,Tunísia,0,0
Brasil,Turquia,343,878
Brasil,Tuvalu,0,0
Brasil,Uruguai,136774,149842
Brasil,Vanuatu,0,0
Brasil,Venezuela,26415,35944
Brasil,Vietnã,0,0
Brasil,Afeganistão,0,0
Brasil,África do Sul,0,0
Brasil,"Alemanha, República Democrática",7630,45367
Brasil,Angola,4068,4761
Brasil,Anguilla,0,0
Brasil,Antígua e Barbuda,419,1866
Brasil,Antilhas Holandesas,0,0
Brasil,Arábia Saudita,0,0
Brasil,Argélia,0,0
Brasil,Argentina,480,3232
Brasil,Aruba,0,0
Brasil,Austrália,1424,12299
Brasil,Áustria,6,212
Brasil,Bahamas,1215,5799
Brasil,Bangladesh,7,84
Brasil,Barbados,220,1145
Brasil,Barein,979,2789
Brasil,Bélgica,828,6145
Brasil,Belice,0,0
Brasil,Benin,0,0
Brasil,Bermudas,0,0
Brasil,Bolívia,32530,49011
Brasil,Bósnia-Herzegovina,0,0
Brasil,Brasil,2504,952
Brasil,Bulgária,5,31
Brasil,Cabo Verde,0,0
Brasil,Camarões,0,0
Brasil,Canadá,1183,5784
Brasil,Catar,0,0
Brasil,"Cayman, Ilhas",160,958
Brasil,Chile,2094,7986
Brasil,China,105395,404647
Brasil,Chipre,1521,4458
Brasil,Cingapura,0,0
Brasil,"Cocos (Keeling), Ilhas",26,60
Brasil,Colômbia,8217,14068
Brasil,Comores,0,0
Brasil,Congo,0,0
Brasil,"Coreia, Republica Sul",77,257
Brasil,Costa do Marfim,0,0
Brasil,Costa Rica,0,0
Brasil,Coveite (Kuweit),0,0
Brasil,Croácia,34,484
Brasil,Cuba,16,6
Brasil,Curaçao,40673,66950
Brasil,Dinamarca,2,6
Brasil,Dominica,1485,2223
Brasil,El Salvador,0,0
Brasil,Emirados Arabes Unidos,4781,85465
Brasil,Equador,135,210
Brasil,"Eslovaca, Republica",0,0
Brasil,Espanha,0,0
Brasil,Estados Unidos,220373,447893
Brasil,Estônia,0,0
Brasil,Filipinas,375,790
